spectral_mfcc_Mean_12,spectral_mfcc_Mean_13,spectral_mfcc_Std_1,spectral_mfcc_Std_2,spectral_mfcc_Std_3
0.036861,-0.165969,0.769214,0.341639,YES
0.229172,-0.155828,0.532622,0.242458,YES
0.136178,-0.22363,0.471417,0.527116,YES
0.010305,-0.135345,0.454584,0.34417,YES
0.026365,-0.244322,0.375287,0.255941,YES
0.011443,-0.020538,0.635418,0.463325,YES
0.139461,0.088761,0.620372,0.546278,YES
0.005022,0.076014,0.517907,0.438685,YES
-0.005376,0.058591,0.64971,0.393084,YES
0.214369,0.172267,0.57372,0.481885,YES
0.287214,0.0876,0.664008,0.488596,YES
0.192227,0.020496,0.605789,0.818035,YES
-0.050661,-0.092461,0.694569,0.393044,YES
-0.015699,0.028201,0.675449,0.410795,YES
0.008031,-0.076378,0.683237,0.438383,YES
0.153215,0.179468,0.685788,0.644227,YES
-0.0225,0.086433,0.489423,0.301535,YES
0.004824,0.083205,0.684785,0.396529,YES
0.255624,0.209847,0.630443,0.508369,YES
0.310495,0.178535,0.716974,0.451064,YES
0.062734,0.088993,0.803037,0.351705,YES
0.085437,0.17479,0.593691,0.329705,YES
0.066361,0.178921,0.552606,0.373857,YES
0.025454,0.145714,0.544833,0.354164,YES
-0.029789,-0.047869,0.729151,0.474516,YES
-0.016587,0.070607,0.784236,0.395129,YES
-0.093264,0.075864,0.727171,0.385186,YES
-0.040441,0.071025,0.660717,0.348654,YES
-0.019338,0.147654,0.631329,0.393961,YES
0.057025,0.121483,0.374112,0.352688,YES
-0.001169,0.071409,0.609364,0.434601,YES
0.024285,0.126287,0.602477,0.292603,YES
0.094823,0.154827,0.550786,0.325813,YES
0.020654,0.121819,0.501533,0.289931,YES
0.019829,0.043988,0.475764,0.23051,YES
-0.033956,0.126118,0.30628,0.407336,YES
0.078032,0.167453,0.322982,0.242782,YES
-0.011815,0.134719,0.409895,0.18434,YES
0.03269,0.210879,0.408742,0.365162,YES
0.060405,0.208071,0.287316,0.255359,YES
0.104832,0.199381,0.481009,0.501309,YES
0.000918,0.145844,0.417617,0.332192,YES
-0.02665,0.17904,0.359671,0.259536,YES
0.07888,0.183462,0.382861,0.186815,YES
0.010221,0.156054,0.359653,0.313036,YES
0.025811,0.149651,0.425161,0.355312,YES
0.059406,0.166849,0.348934,0.534937,YES
-0.260085,-0.141168,0.931229,0.463373,YES
-0.379949,-0.330123,0.426795,0.432272,YES
-0.492178,-0.340354,0.395796,0.346043,YES
-0.365276,-0.327524,0.434259,0.363402,YES
-0.439924,-0.195056,0.352716,0.403904,YES
-0.148876,-0.016741,0.278835,0.313718,YES
-0.440599,0.049038,0.410941,0.263069,YES
-0.168037,0.120442,0.41586,0.212746,YES
0.246501,-0.026389,0.552428,0.312263,YES
0.287283,-0.322599,0.209646,0.602855,YES
-0.152966,-0.215666,0.342171,0.18308,YES
-0.293216,-0.100741,0.482441,0.420753,YES
-0.197469,-0.358998,0.437287,0.342768,YES
0.262375,-0.271846,0.319427,0.342629,YES
0.603368,0.066502,0.348756,0.211527,YES
0.248311,0.185342,0.977749,0.33887,YES
0.19573,0.174159,0.796604,0.344128,YES
0.258048,0.228421,0.871489,0.333123,YES
0.186672,0.133561,0.837532,0.319586,YES
0.256452,0.212185,1.041277,0.269916,YES
0.228653,0.180644,1.05013,0.352642,YES
0.259731,0.182305,0.748515,0.350195,YES
0.248448,0.185128,0.892994,0.32593,YES
0.162201,0.149748,0.827169,0.375443,YES
0.25,0.239972,0.620953,0.274907,YES
0.210161,0.150913,0.859759,0.307535,YES
0.285009,0.193729,0.830415,0.308078,YES
0.167263,0.15537,0.808908,0.34851,YES
0.201353,0.165892,1.118932,0.419961,YES
0.255685,0.224003,0.439258,0.238467,YES
-0.102342,-0.259172,0.252882,0.238457,YES
0.120028,-0.160425,0.472388,0.278863,YES
0.008057,-0.122526,0.245061,0.204566,YES
-0.065789,-0.252682,0.188902,0.145418,YES
0.068465,-0.084498,0.16253,0.153259,YES
0.023242,-0.023662,0.205614,0.178691,YES
-0.028271,0.03128,0.201391,0.141411,YES
-0.176663,-0.141131,0.326358,0.346936,YES
0.071221,-0.274101,0.436366,0.337994,YES
0.184142,-0.114047,0.402585,0.204882,YES
-0.057484,-0.140733,0.190517,0.13637,YES
-0.037578,-0.206156,0.174581,0.165318,YES
0.031372,-0.107134,0.201021,0.14398,YES
0.126259,-0.208664,0.203932,0.244767,YES
-0.085647,-0.143789,0.212869,0.163822,YES
0.027715,0.256991,0.926015,0.292125,YES
0.188976,0.232946,0.646597,0.189534,YES
-0.102175,0.044456,0.504831,0.340817,YES
-0.010711,0.107042,0.659704,0.187518,YES
0.063428,0.137136,0.564784,0.337116,YES
-0.011087,0.064385,0.614301,0.363415,YES
-0.179698,-0.017183,0.710113,0.223374,YES
0.072241,0.12416,0.551043,0.351846,YES
0.373736,0.310624,0.63216,0.341113,YES
0.224054,0.073553,0.581103,0.198872,YES
0.318398,0.267509,0.563278,0.323628,YES
0.037065,0.04913,0.704398,0.278154,YES
0.162787,0.142082,0.821394,0.15652,YES
0.217302,0.170658,0.64939,0.321646,YES
0.108247,0.234202,0.925313,0.398854,YES
-0.117201,0.116347,0.947078,0.296825,YES
0.191079,0.178079,0.859094,0.40761,YES
-0.033215,0.361744,1.062876,0.411815,YES
-0.053156,0.321645,0.879225,0.443646,YES
0.020064,0.227446,0.738989,0.37385,YES
0.117772,0.271636,0.902621,0.436453,YES
0.142061,0.321543,1.052922,0.482702,YES
0.043048,0.341444,0.918018,0.458813,YES
0.02033,0.196238,0.740453,0.410396,YES
0.002045,0.257705,0.916757,0.564472,YES
-0.170452,0.058599,0.686601,0.389853,YES
0.111034,0.104234,1.027329,0.336761,YES
0.000589,-0.056291,0.414092,0.23746,YES
-0.168256,-0.108092,0.559312,0.229024,YES
0.135872,0.072853,0.652252,0.447791,YES
-0.142427,-0.152422,0.329108,0.285732,YES
0.088979,0.25212,0.379097,0.246937,YES
-0.04142,0.017957,0.600743,0.246664,YES
0.063132,-0.113336,0.599925,0.383279,YES
-0.103861,-0.112637,0.370063,0.226189,YES
0.348588,-0.002351,0.605988,0.31799,YES
-0.025965,0.0971,0.887775,0.299224,YES
-0.00776,-0.112076,0.574482,0.267303,YES
-0.160141,-0.27488,0.33282,0.236471,YES
-0.046315,-0.196421,0.480025,0.28496,YES
-0.015773,0.024833,0.680342,0.350055,YES
-0.081036,-0.202354,0.503975,0.310765,YES
0.337796,-0.222983,0.675446,1.644339,YES
0.53216,-0.367028,1.119135,0.363778,YES
0.010098,-0.160163,1.975317,1.238876,YES
-0.054182,-0.091161,1.209575,0.38512,YES
0.15978,0.07373,0.749717,0.349211,YES
0.161536,-0.030815,0.712964,0.304761,YES
0.173559,-0.25472,0.822599,0.388193,YES
0.190443,-0.236717,0.854833,0.441167,YES
-0.08244,-0.033896,0.780619,0.487567,YES
0.161515,0.082835,0.692944,0.296486,YES
0.158254,-0.019545,0.63633,0.384737,YES
0.167328,-0.255266,0.805755,0.473477,YES
0.178452,-0.241539,0.864705,0.503362,YES
-0.214753,-0.189728,0.76673,0.429665,YES
-0.186697,-0.227246,0.70984,0.305238,YES
-0.10424,0.06917,0.630487,0.346097,YES
-0.220422,-0.140746,0.631269,0.295545,YES
-0.331822,-0.21877,0.581592,0.272489,YES
-0.293685,-0.208956,0.519572,0.319829,YES
-0.106909,-0.010203,0.808162,0.273276,YES
0.245897,-0.004742,0.725526,0.294649,YES
-0.088853,0.180186,0.637,0.402607,YES
-0.095286,0.182039,0.77568,0.269413,YES
-0.179101,0.153201,0.799523,0.357558,YES
-0.129871,0.026407,0.478909,0.292716,YES
0.017905,-0.154876,1.022457,0.257339,YES
0.070339,-0.217096,0.269421,0.285229,YES
0.013357,-0.202114,0.327271,0.193003,YES
-0.201362,-0.226014,0.257164,0.293065,YES
-0.083161,-0.192051,0.249485,0.263358,YES
-0.161939,-0.194237,0.371764,0.282971,YES
0.070373,0.069113,0.302576,0.458592,YES
0.221092,0.155427,0.32113,0.361699,YES
0.265525,0.135373,0.334045,0.208682,YES
0.244068,0.153561,0.204211,0.38422,YES
0.139547,0.109783,0.341737,0.519869,YES
0.175162,0.195941,0.766372,0.276017,YES
0.744927,0.505377,0.346956,0.37104,YES
0.626715,0.090217,0.372344,0.237152,YES
0.674599,0.172897,0.270659,0.122993,YES
0.277035,-0.156153,0.323638,0.145857,YES
0.579702,0.287727,0.381719,0.216258,YES
0.824842,0.955676,0.3989,0.228231,YES
-0.094859,0.350137,0.414614,0.307399,YES
-0.664433,-0.709235,0.333737,0.224371,YES
-0.310379,-0.312158,0.42561,0.242597,YES
0.173257,0.531761,0.437683,0.263392,YES
-0.498597,-0.50287,0.349185,0.269567,YES
-0.883979,-0.569365,0.346383,0.188648,YES
-0.946808,-0.025438,0.250462,0.265335,YES
-0.231998,0.712699,0.397137,0.256913,YES
-0.187808,0.593502,0.398524,0.261643,YES
-0.238477,0.614516,0.346802,0.16842,YES
-0.083531,-0.173136,0.482633,0.274804,YES
-0.030406,0.14126,0.393069,0.284748,YES
0.158497,0.041559,0.268405,0.182504,YES
0.169326,-0.034833,0.316533,0.16118,YES
-0.024617,-0.170714,0.20951,0.232202,YES
-0.109338,-0.175187,0.168968,0.158597,YES
0.428769,0.025485,0.29357,0.186773,YES
0.124093,-0.061782,0.463433,0.16086,YES
-0.293444,-0.276465,0.190497,0.191805,YES
0.012464,-0.175898,0.229565,0.153477,YES
-0.096539,-0.200948,0.149979,0.172609,YES
-0.056102,-0.141489,0.124243,0.15057,YES
0.077174,-0.086507,0.719304,0.399984,YES
0.761117,0.243201,0.353471,0.307435,YES
0.954062,0.501523,0.417271,0.286629,YES
0.478103,0.259551,0.366034,0.340685,YES
-0.115762,0.08844,0.417302,0.307082,YES
-0.253847,-0.275426,0.536531,0.269653,YES
0.037356,-0.30043,0.750974,0.295426,YES
-0.17734,-0.65338,0.420786,0.243176,YES
-0.304371,-0.308203,0.734406,0.322724,YES
-0.148831,-0.213568,0.265885,0.157256,YES
0.267,-0.001501,0.344596,0.190518,YES
0.145185,0.055918,0.277766,0.232973,YES
-0.293063,-0.030404,0.240833,0.165947,YES
-0.431484,-0.019241,0.173869,0.088202,YES
-0.558524,-0.135354,0.419346,0.159542,YES
-0.208312,-0.215569,1.07366,0.662485,YES
-0.132393,-0.133421,0.526641,0.351592,YES
-0.11827,-0.27108,0.643484,0.313445,YES
-0.132152,-0.223881,0.632385,0.497005,YES
-0.083202,-0.186223,0.629137,0.476292,YES
-0.109308,-0.157265,0.64285,0.391557,YES
-0.156329,-0.180942,0.762042,0.521451,YES
-0.113835,-0.077924,0.697692,0.445246,YES
-0.018688,0.028474,0.423729,0.320002,YES
-0.146857,-0.320654,0.646707,0.393839,YES
-0.028059,-0.151341,0.621126,0.377814,YES
0.027447,0.145942,0.284925,0.343504,YES
-0.032097,-0.021029,0.558536,0.422642,YES
-0.148563,0.095697,0.57708,0.458669,YES
-0.146265,-0.065962,0.282369,0.346033,YES
0.162796,0.070245,0.409405,0.423249,YES
0.196893,0.107949,0.562886,0.382334,YES
0.127483,0.027325,0.570024,0.380412,YES
0.214723,0.123123,0.543879,0.400171,YES
0.203306,-0.011007,0.644728,0.315517,YES
0.153483,0.030765,0.586502,0.354664,YES
0.21577,0.099775,0.60269,0.378898,YES
0.066646,0.002443,0.233279,0.369712,YES
0.015724,-0.005517,0.407318,0.185904,YES
0.022904,-0.076037,0.278501,0.214271,YES
0.052865,-0.038926,0.303252,0.176056,YES
0.023908,-0.031267,0.479406,0.190584,YES
0.03063,0.015361,0.388804,0.245296,YES
0.075793,0.125631,0.228725,0.223588,YES
0.038322,0.047524,0.874551,0.545487,YES
0.112019,0.041471,0.943333,0.626513,YES
-0.040778,-0.119646,1.0496,0.707092,YES
-0.000386,-0.176184,0.71513,0.523566,YES
-0.092905,-0.024352,0.971954,0.495916,YES
0.072084,0.09429,0.997089,0.668359,YES
-0.020991,0.016665,0.867553,0.591343,YES
-0.022044,-0.066972,0.784514,0.543036,YES
-0.137818,0.05048,1.110862,0.488186,YES
0.005106,0.071273,1.041854,0.509617,YES
-0.027174,0.014332,0.99321,0.683713,YES
0.086771,0.09087,0.790358,0.607889,YES
0.01479,0.040218,1.075088,0.381287,YES
0.166539,0.159904,0.917747,0.446804,YES
0.140828,0.035197,1.069504,0.51455,YES
-0.119753,0.04001,0.717894,0.446696,YES
-0.060955,0.113239,0.600473,0.137023,YES
0.12325,0.059183,0.480196,0.156808,YES
0.016018,-0.020926,0.480034,0.220985,YES
-0.023122,0.007301,0.312723,0.274326,YES
-0.096459,0.056885,0.612443,0.177984,YES
0.063214,0.210366,0.354449,0.220951,YES
-0.070533,0.115223,0.402629,0.193051,YES
-0.018348,0.222572,0.325246,0.254355,YES
-0.012923,0.236278,0.566466,0.286749,YES
0.136812,0.158547,0.480994,0.192845,YES
0.198159,-0.065988,0.463155,0.272697,YES
-0.314396,-0.344877,0.224287,0.29541,YES
-0.157533,-0.173941,0.260069,0.226631,YES
0.031519,0.198695,0.690647,0.212698,YES
-0.243124,0.192118,0.768481,0.47739,YES
-0.317268,0.173813,0.596334,0.301796,YES
-0.364046,0.178329,0.630943,0.316684,YES
-0.316016,0.159594,0.72228,0.351589,YES
-0.248526,0.224519,0.578612,0.196392,YES
-0.062184,0.229536,0.859085,0.552685,YES
-0.15591,0.040031,0.378979,0.431431,YES
-0.155101,-0.091941,0.466835,0.693949,YES
-0.014342,0.212252,0.603806,0.474058,YES
0.078686,0.308931,0.626859,0.366658,YES
-0.187918,0.296724,0.656456,0.448945,YES
-0.070101,0.146556,0.485994,0.440507,YES
-0.102394,0.058327,0.483848,0.324587,YES
-0.018837,0.285333,0.615547,0.578906,YES
-0.126177,-0.056488,0.433519,0.362006,YES
0.054856,0.00615,0.654478,0.716272,YES
0.124985,0.036567,0.738719,0.579017,YES
-0.020051,-0.087261,0.825274,0.448801,YES
-0.120511,-0.055417,0.851704,0.575361,YES
0.015918,0.049609,0.918085,0.492936,YES
0.019145,-0.047123,0.867045,0.485565,YES
0.1791,0.078999,0.832806,0.443683,YES
0.143772,-0.018685,0.87996,0.564395,YES
0.162083,-0.011592,0.747082,0.615983,YES
0.021155,0.112242,0.707551,0.602285,YES
0.100846,0.026863,0.778277,0.414386,YES
0.128919,0.072207,0.827046,0.411266,YES
-0.050088,-0.007308,0.73087,0.515572,YES
0.025248,0.074431,0.636112,0.510834,YES
0.129575,0.042616,0.240258,0.193938,YES
0.159369,0.018232,0.100633,0.15933,YES
0.018845,-0.019191,0.264091,0.195548,YES
-0.255824,-0.076988,0.191749,0.140846,YES
-0.297536,-0.113925,0.223687,0.21093,YES
-0.264497,-0.044527,0.216151,0.215222,YES
0.146975,0.044733,0.192615,0.13804,YES
-0.042829,0.017415,0.135032,0.151231,YES
-0.031333,-0.036827,0.232199,0.148984,YES
-0.334499,-0.125619,0.198282,0.143722,YES
-0.363124,-0.247611,0.214599,0.218911,YES
-0.32042,-0.222962,0.25525,0.187017,YES
-0.076642,-0.035086,0.424376,0.172998,YES
-0.042378,0.010119,0.557462,0.328164,YES
-0.073431,-0.000879,0.602231,0.282117,YES
-0.048295,0.131531,0.596984,0.266602,YES
-0.039668,-0.005231,0.650615,0.310832,YES
0.043152,0.148153,0.650394,0.357911,YES
-0.078964,0.024185,0.546062,0.306318,YES
-0.066528,0.031001,0.644131,0.3275,YES
-0.077323,0.069824,0.629229,0.28464,YES
-0.058232,0.023591,0.50541,0.331028,YES
0.052868,-0.000164,0.468927,0.256157,YES
-0.000245,0.030727,0.274988,0.319037,YES
-0.03985,-0.02714,0.552913,0.293907,YES
-0.012765,0.160584,0.520772,0.335972,YES
0.03185,0.061625,0.492301,0.46422,YES
0.073938,0.109261,0.5795,0.374895,YES
-0.02023,0.18989,0.372651,0.270544,YES
-0.066811,0.240486,0.29728,0.223509,YES
-0.079198,0.15438,0.213813,0.232472,YES
-0.046502,0.152012,0.239882,0.20071,YES
0.011316,0.213155,0.218626,0.182782,YES
-0.041426,0.217001,0.179558,0.212516,YES
0.017438,0.201826,0.233928,0.162739,YES
-0.039187,0.160266,0.271384,0.210071,YES
0.007519,0.197821,0.495343,0.441017,YES
0.079485,0.237682,0.363868,0.301481,YES
0.048155,0.217072,0.250117,0.214259,YES
-0.0079,0.208833,0.264794,0.228772,YES
0.039296,0.204235,0.271998,0.239707,YES
0.046082,0.199943,0.26052,0.287134,YES
0.003194,0.251833,0.189783,0.254361,YES
0.016973,0.005329,0.354199,0.209163,YES
0.007163,0.014254,0.246951,0.19309,YES
0.086731,-0.011627,0.288141,0.27609,YES
0.094996,0.118185,0.248782,0.33836,YES
0.058086,0.084336,0.264443,0.3625,YES
0.084995,0.106456,0.337837,0.350258,YES
