fluctuation_peak_PeakPosMean,fluctuation_peak_PeakMagMean,fluctuation_centroid_Mean,rhythm_attack_time_Mean,rhythm_attack_time_Std
YES,30088.04747,3.941047,0.046667,0.005774
NO,6102.167683,4.277914,0.04,0
NO,4949.959238,4.224519,0.0325,0.005
NO,4431.202592,4.026898,0.036,0.008944
NO,4762.579133,4.167059,0.036667,0.005774
NO,5427.001647,3.99804,0,0
NO,4475.736002,3.982244,0.056,0.037148
NO,6114.037939,4.176216,0.0425,0.0263
NO,4916.367596,4.14348,0.036,0.005477
NO,5156.042513,4.055837,0.0425,0.005
NO,4786.676649,4.079882,0.03,0.018974
NO,4804.867806,3.921133,0.04,0
NO,4815.994382,4.038894,0.0275,0.005
NO,4878.018144,4.053396,0.043333,0.017512
NO,4550.061819,4.01198,0.04,0.012649
YES,5378.852591,4.441273,0.04,0.018257
NO,5720.641597,4.063154,0.055,0.017321
NO,6491.510409,4.060289,0.035714,0.009759
NO,5722.813843,4.08618,0.04,0.011547
NO,6296.096676,3.969897,0.036667,0.015275
NO,5909.890994,3.986171,0.026,0.008944
YES,5635.063862,4.048636,0.035,0.007071
NO,5707.149827,4.00334,0.0575,0.025
NO,6258.28663,4.005557,0.0425,0.017078
NO,5723.950878,3.999487,0.042,0.017889
YES,5969.031857,4.035152,0.036667,0.01633
NO,6178.840389,3.993626,0.05,0.008165
NO,5959.595278,4.03008,0.0325,0.015
NO,5829.465225,4.078329,0.036667,0.008165
NO,5743.623304,4.054764,0.04,0.008165
NO,6351.38074,3.940898,0.033333,0.010328
NO,6050.988468,4.016116,0.028,0.008367
NO,11626.1486,3.926371,0.043333,0.015275
NO,4625.630775,3.989152,0.036,0.008944
NO,5360.609549,4.166388,0.02625,0.009161
NO,5251.924725,4.18172,0.031429,0.015736
NO,5715.434229,3.901166,0.035,0.013784
NO,5721.013426,3.995525,0.032857,0.007559
YES,6596.954769,4.117383,0.028,0.007888
NO,5996.641946,4.124539,0.031667,0.007528
YES,6114.317146,3.957028,0.035,0.011952
NO,5416.293823,4.079918,0.032857,0.007559
NO,6207.883144,4.285419,0.02875,0.008345
NO,6138.167422,4.295295,0.031429,0.006901
NO,5209.653694,4.185483,0.04,0.012649
YES,5057.713961,3.909046,0.0325,0.01165
NO,5615.643319,3.876101,0.0325,0.007071
NO,4822.861955,4.098857,0.03375,0.00744
NO,6020.993052,4.251789,0.04,0.01633
NO,5214.361072,3.997118,0.035556,0.011304
NO,5160.503767,4.119619,0.034286,0.007868
YES,6021.694624,3.974096,0.026667,0.010328
NO,5009.622928,4.16619,0.036,0.011402
NO,5675.279435,4.014948,0.038889,0.016159
NO,5446.572648,4.117178,0.042,0.008367
NO,5472.971337,4.059758,0.033333,0.010328
NO,5542.120492,4.114892,0.031429,0.013452
NO,5250.234285,4.009463,0.03125,0.01126
YES,5228.126907,4.10712,0.031429,0.01069
NO,5124.726928,4.146388,0.04,0.01
NO,5354.065325,4.079061,0.03,0.01118
NO,5313.618937,4.253968,0.042857,0.013801
NO,6142.757275,4.116026,0.028571,0.006901
YES,5373.595526,4.114438,0.033333,0.01118
YES,6877.088464,4.064666,0.035,0.005774
NO,5156.87655,4.198721,0.035,0.005774
NO,7814.547794,4.017963,0.036667,0.008165
NO,5709.925524,4.204497,0.036667,0.024221
YES,6357.505935,3.91788,0.038,0.023875
NO,4997.162041,4.072873,0.03,0.017321
YES,6900.760523,3.999979,0.041667,0.01169
NO,5388.24381,4.173895,0.033333,0.008165
NO,5768.80819,4.013282,0.037143,0.007559
NO,6299.520454,4.065621,0.03,0.018257
NO,5917.530786,4.18162,0.0325,0.005
YES,5909.965214,4.165653,0.035,0.012247
YES,6233.301405,4.13201,0.04,0.008165
NO,5991.43873,4.041355,0.036,0.011402
NO,4613.815682,4.144974,0.046667,0.011547
NO,4978.482941,4.056285,0.043333,0.011547
NO,4888.159302,3.996353,0.035,0.005774
NO,5047.331998,4.183419,0.05,0.011547
NO,4848.35174,4.103019,0.04,0
NO,4981.16602,4.009155,0.043333,0.020817
NO,5076.609483,4.058701,0.035,0.008367
NO,5410.702045,4.140734,0.0425,0.005
NO,4616.189622,3.983153,0.04,0.024495
NO,4693.863023,4.115998,0.04,0.012649
NO,5137.353181,4.134252,0.036,0.005477
NO,4610.621389,4.158474,0.0475,0.009574
NO,30263.37529,3.91412,0.036667,0.005774
NO,6307.614059,4.156301,0.03,0
NO,5582.810658,4.219832,0.05,0.01
NO,3639.854977,4.118564,0.04,0
YES,5280.938398,4.581994,0.03,0
NO,4446.047779,4.08357,0.03,0
NO,4880.849173,4.350955,0.031429,0.00378
NO,6701.921649,4.074604,0.035,0.007071
NO,6267.336495,4.145018,0.028,0.008367
NO,5178.971244,4.090896,0.03,0.013229
NO,5441.586481,4.193209,0.03,0
NO,5350.541353,4.126782,0.035,0.007071
NO,4523.424613,4.343588,0.026667,0.005774
NO,6715.522461,4.333354,0.033333,0.005774
NO,4375.926189,4.124172,0.05,0.021602
YES,5464.629297,4.04138,0.04,0.014142
NO,6543.323262,4.057199,0.035,0.01291
NO,5303.364572,4.116496,0.042,0.004472
NO,5904.057425,4.015043,0.026667,0.011547
YES,5913.129485,4.01305,0.044,0.015166
NO,5344.688558,4.057528,0.038,0.014832
NO,5440.351879,4.074267,0.042857,0.017995
NO,5216.662382,4.049478,0.04,0.012247
YES,4951.307922,4.060165,0.044,0.011402
YES,5083.096896,4.024793,0.046,0.011402
NO,5215.538074,4.002791,0.031429,0.006901
NO,7730.982412,4.151462,0.045,0.017321
NO,29442.18872,3.89471,0,0
NO,4877.160071,3.999731,0.03,0.008165
YES,5105.737781,4.045868,0.041667,0.007528
NO,4678.488599,3.98649,0.032857,0.009512
YES,5174.164384,4.029282,0.033333,0.010328
NO,4816.682031,4.041596,0.03,0.005774
NO,4837.936502,3.996992,0.0275,0.010351
NO,4827.928437,4.024277,0.03,0.007559
NO,4953.704879,3.994908,0.03,0.00866
NO,4949.860332,4.002951,0.036667,0.012111
NO,5069.892481,4.045285,0.03,0.009258
NO,4778.836872,4.016698,0.028333,0.01169
NO,4279.004759,4.158789,0.0475,0.005
NO,4094.908807,4.137815,0.04,0.01
NO,3940.798688,4.267265,0.043333,0.011547
YES,4766.346079,4.257437,0.05,0
NO,5563.042798,4.212482,0.04,0.017321
YES,5588.832121,4.049313,0.05,0.01
NO,4930.036752,4.374507,0.046667,0.005774
NO,4733.637662,4.223561,0.04,0
YES,5183.032237,4.402562,0.043333,0.005774
NO,4306.127565,4.150032,0.045,0.01291
YES,3896.069427,4.173859,0.043333,0.011547
YES,4061.048841,4.448148,0.046667,0.005774
NO,4326.277659,3.981768,0.04,0.02
NO,4951.316697,4.011767,0.03,0
NO,4626.88683,4.021694,0.05,0.01
NO,5114.242124,4.025578,0.0275,0.005
NO,4910.957688,4.087503,0.0225,0.009574
YES,5357.475019,4.007973,0.027778,0.009718
NO,4853.14023,4.023371,0.032,0.026833
YES,5330.039328,3.980702,0.0225,0.005
NO,4670.912136,4.039938,0.026667,0.011547
YES,5092.50983,4.010816,0.036667,0.005774
NO,5074.493685,4.076438,0.046667,0.037859
NO,4986.115712,4.004039,0.0275,0.005
NO,5337.896122,4.031166,0.035,0.007071
YES,5065.867288,4.007529,0.0175,0.005
NO,5263.141277,3.964047,0.04,0.012247
NO,7516.245714,3.969541,0.04,0
NO,7020.915752,4.214679,0.033333,0.023094
NO,5528.355093,4.309827,0.026667,0.005774
NO,6791.49167,4.697081,0.033333,0.025166
YES,10433.05044,4.242051,0.0325,0.005
YES,9611.434717,4.161835,0.023333,0.005774
YES,7099.353182,4.066099,0.032,0.008367
NO,5991.003689,4.043625,0.03,0.014142
NO,6275.715317,4.338952,0.033333,0.023094
YES,7635.760453,3.978279,0.033333,0.005774
YES,7780.345725,4.08678,0.025,0.01291
YES,7033.471401,4.067609,0.032,0.008367
NO,5984.063238,4.054302,0.035,0.017321
NO,6750.010827,4.144724,0.03,0.014142
NO,9280.311071,3.97383,0.025,0.007071
NO,30736.50562,3.897814,0.05,0.014142
NO,5621.107253,4.158645,0.04,0
YES,6058.764349,4.112456,0.058,0.027749
NO,5580.269702,4.112854,0.041667,0.007528
NO,5287.198532,4.068502,0.0375,0.005
YES,5577.445386,3.974626,0.0425,0.012583
NO,5131.501472,4.069891,0.038,0.008367
NO,4715.031496,4.216801,0.03,0.008165
NO,6055.203825,4.179149,0.036667,0.010328
YES,5301.550743,4.107379,0.041667,0.01472
NO,5023.85697,4.135739,0.038,0.014832
NO,5714.115752,4.141682,0.04,0
YES,6017.145027,4.255453,0.0425,0.009574
NO,5560.294016,4.047044,0.04,0.007071
NO,5994.467976,4.078656,0.035,0.005774
YES,6162.358495,4.142339,0.036,0.011402
NO,30566.38024,3.890224,0,0
NO,4813.88782,3.998076,0.03375,0.005175
NO,4877.595591,4.022499,0.031,0.005676
NO,4802.950148,4.048501,0.03,0.005774
NO,4725.797884,4.136473,0.032727,0.004671
NO,4863.244589,4.08722,0.0325,0.007071
NO,5287.358656,4.017927,0.02875,0.01126
NO,5119.393111,4.066288,0.03,0.017321
NO,5068.619982,3.995264,0.028333,0.009832
YES,5271.076393,4.10253,0.036,0.020736
NO,5018.457438,4.098924,0.023333,0.005774
NO,4864.587108,4.022387,0.0275,0.004629
NO,4789.120657,4.008117,0.035,0.007071
NO,5119.245574,4.026672,0.035,0.005774
NO,5709.253668,4.03244,0.028571,0.00378
NO,5771.970019,3.927907,0.03,0.011952
NO,5983.68385,4.042836,0.035714,0.017182
YES,5803.644055,4.102938,0.038,0.004472
NO,5316.251171,4.118994,0.033333,0.010328
NO,5903.097737,4.031834,0.03,0.007071
NO,5830.577158,4.08141,0.035,0.005774
NO,5476.428323,3.981843,0.033333,0.005164
NO,5888.914552,4.074631,0.036,0.008944
NO,6075.501764,4.019317,0.038333,0.013292
NO,6487.309938,4.111248,0.038,0.008367
NO,5893.290123,4.026911,0.036667,0.008165
NO,6051.278668,4.052799,0.034,0.008944
NO,5698.442019,4.206501,0.034,0.008944
NO,6567.853511,4.11175,0.034,0.015166
NO,31606.95852,3.904091,0.03,0.006325
YES,4579.344701,4.330488,0.028889,0.011667
NO,4958.632243,4.443226,0.031111,0.016159
YES,4893.952918,4.34871,0.030909,0.005394
NO,4908.990268,4.277496,0.025,0.009258
NO,4679.391631,4.300542,0.023,0.009487
NO,3432.055319,4.366214,0.03,0.011952
NO,4356.152997,4.059246,0.0275,0.010351
YES,4486.218776,4.417092,0.027,0.006749
NO,3908.41607,4.286499,0.031429,0.006901
YES,5557.614397,4.083679,0.027778,0.010929
NO,4862.717816,4.252751,0.028,0.013984
NO,4587.281054,4.341176,0.028889,0.012693
NO,5083.201721,4.16923,0.03375,0.009161
NO,6222.846772,4.348745,0.031667,0.004082
NO,5966.758631,4.103708,0.035,0.010488
NO,6096.779047,4.074742,0.03,0.006325
NO,5681.667334,4.17112,0.04,0.012649
NO,6870.265254,4.312135,0.035,0.01069
NO,6161.386607,4.084769,0.037143,0.00488
NO,6021.690024,3.912618,0.032,0.008367
NO,6655.810157,4.09409,0.033333,0.010328
YES,6264.20842,4.133515,0.034,0.008944
NO,5372.597159,4.151711,0.03,0.01
YES,5707.180961,4.284689,0.034,0.008944
NO,6423.854922,4.107379,0.035,0.010488
NO,6045.532969,4.058076,0.034,0.008944
