fluctuation_peak_PeakPosMean,fluctuation_peak_PeakMagMean,fluctuation_centroid_Mean,rhythm_attack_time_Mean,rhythm_attack_time_Std
NO,6223.427784,4.099559,0.032857,0.012536
YES,6070.331245,4.067192,0.032857,0.007559
NO,5771.322884,4.224458,0.03,0.028284
NO,6580.883143,4.008057,0.031667,0.01472
NO,4885.193813,3.99608,0.044,0.011402
NO,5543.543506,4.06697,0.05,0
NO,5615.485403,4.032152,0.046667,0.015275
NO,4981.787206,4.004634,0.04,0.018708
YES,5994.000283,4.002286,0.04625,0.014079
YES,5965.67974,4.051881,0.036,0.011402
NO,5376.304798,3.966898,0.055,0.021213
NO,5533.408077,3.972214,0.0525,0.032016
NO,5330.836027,4.040314,0.03,0.01
NO,5074.136223,4.032506,0.06,0.014142
NO,5222.083289,4.042851,0.04,0.014142
NO,5215.483062,4.030951,0.0425,0.022174
YES,5510.264845,4.078086,0.034,0.005477
NO,5705.118985,3.997672,0.035,0.007071
NO,7833.561445,4.486741,0,0
NO,5562.895302,4.410048,0.03,0
NO,6017.576591,4.205365,0.036667,0.005774
NO,4971.556444,4.13381,0,0
NO,5243.885433,4.030777,0.045,0.007071
NO,4827.738383,4.230876,0.035,0.007071
NO,5635.951876,3.863908,0.035,0.007071
NO,6305.733369,3.990123,0.036667,0.005774
NO,5178.287455,4.050088,0.032,0.013038
NO,5205.57687,4.18601,0.04,0.017321
NO,4556.878864,3.847598,0.036,0.008944
NO,5161.141402,4.41523,0.034,0.008944
NO,4509.483798,4.019623,0.0225,0.005
NO,4598.353963,4.0764,0.03,0.014142
NO,5512.707714,4.083713,0.028,0.006325
NO,30181.77341,4.001482,0.046667,0.030551
NO,7744.11332,4.056521,0.036,0.013416
NO,4783.864524,4.490454,0.03625,0.00744
NO,4639.651698,4.392655,0.03625,0.00744
NO,4737.420564,4.357147,0.032857,0.017995
NO,5304.810747,4.848746,0.0425,0.012583
NO,4378.388803,4.420178,0.036667,0.00866
NO,4896.145178,4.373326,0.04,0.014142
NO,4225.624997,4.434763,0.03125,0.014577
NO,4100.271283,4.554968,0.033333,0.005164
NO,4522.855002,4.256894,0.04,0.017889
NO,4966.133484,4.316775,0.036,0.011402
NO,31196.59971,4.016006,0.036,0.005477
NO,5700.483712,4.180611,0.03,0.01
YES,5490.447698,4.247293,0.03875,0.00991
NO,4872.099535,4.271209,0.03,0.005345
NO,5016.865356,4.474193,0.03,0.010541
NO,4611.200559,4.245843,0.038,0.011353
NO,4733.015555,4.401559,0.035,0.011785
NO,5759.934342,4.32706,0.035,0.011952
NO,5242.182995,4.41492,0.035,0.011952
NO,5767.080738,4.383401,0.0325,0.007071
NO,6642.997895,4.414105,0.031111,0.006009
NO,5485.800677,4.346314,0.032727,0.006467
NO,5061.248643,4.480214,0.037778,0.009718
NO,8068.590075,3.951813,0.0275,0.009574
NO,4124.956621,4.005142,0.038333,0.009832
YES,4433.122692,4.041753,0.05,0.016733
NO,4462.838269,4.029701,0.038889,0.015366
NO,4416.924887,4.064468,0.03625,0.011877
NO,4834.441412,4.003842,0.028571,0.008997
NO,4613.879257,3.991078,0.028182,0.015374
NO,4842.684121,4.035723,0.032857,0.012536
NO,5118.762266,4.004334,0.037,0.009487
NO,5209.122987,4.044531,0.032857,0.009512
YES,5343.344457,4.040819,0.035556,0.00527
NO,5106.270028,4.01482,0.04,0.013093
NO,8527.901759,4.056025,0.033333,0.012111
NO,4841.196905,4.10312,0.038571,0.01215
NO,5476.230189,4.050066,0.042,0.008367
YES,5568.403654,4.082506,0.033333,0.013229
NO,6262.465792,4.028482,0.04,0.014142
YES,6123.659691,4.029539,0.036667,0.008165
NO,5573.571592,4.023989,0.036,0.015166
NO,5975.195315,4.006098,0.037778,0.012019
YES,5777.851779,4.008169,0.046667,0.015055
NO,5776.75829,4.0506,0.035,0.011952
NO,6157.696037,4.053591,0.03,0.008165
YES,6147.508669,4.06036,0.03,0.008165
NO,5819.31956,3.966096,0.0325,0.013887
NO,6248.037104,4.017951,0.028333,0.01169
NO,5316.967826,3.990596,0.025,0.011952
NO,5983.504668,3.964667,0.031667,0.007528
NO,5972.024157,3.972892,0.028,0.011353
NO,5771.989303,4.047827,0.032857,0.01496
NO,5616.419334,4.016237,0.028333,0.009832
NO,5714.943395,4.04147,0.03,0.015275
NO,6308.799295,4.048422,0.03,0.014142
YES,5597.975457,4.0467,0.031,0.007379
NO,5851.706111,3.999156,0.03375,0.01598
NO,5881.104389,4.115072,0.033333,0.010328
YES,6102.874229,4.03053,0.034286,0.017182
NO,5915.633724,4.082006,0.043333,0.01633
NO,5505.912342,3.961156,0.0475,0.015
NO,4893.64294,4.189577,0.055,0.013784
NO,5260.250708,4.028952,0.04,0.01291
NO,5549.006095,4.135181,0.04125,0.013562
YES,5952.180547,4.039671,0.04,0.02
NO,6189.168966,4.136742,0.034,0.005477
NO,6512.272779,4.182202,0.032,0.013038
NO,6919.997448,4.22651,0.031667,0.01169
NO,6356.634662,4.035488,0.034,0.011402
NO,7264.828455,4.232526,0.04,0.020976
YES,5268.426564,4.214137,0.05,0
NO,5648.449244,4.065779,0.043333,0.023381
NO,5862.059865,4.077104,0.036667,0.020817
NO,10703.24078,4.102781,0.035,0.017321
NO,4336.054633,4.094994,0.058,0.013038
NO,4501.272297,4.003945,0.05,0.028284
NO,5088.815117,4.008953,0.025,0.005774
NO,4145.398021,3.98023,0.035,0.007071
NO,4228.718987,4.037893,0.0475,0.022174
YES,4948.740754,4.105014,0.04,0.017321
NO,4601.366473,3.947745,0.03,0.008944
NO,4620.430225,4.063054,0.048,0.023875
NO,4793.744136,3.95788,0.028571,0.014639
YES,4578.257966,4.084371,0.031111,0.01453
NO,4335.448344,4.022673,0.032857,0.012536
NO,4057.484516,3.947829,0.025,0.021213
YES,3983.957537,4.010542,0.034,0.005477
NO,4624.273102,4.037559,0.032,0.004472
NO,4513.159873,3.984061,0.028333,0.01169
NO,6067.991246,4.001108,0.036667,0.010328
NO,4585.313539,4.003211,0.046,0.019494
NO,5411.585704,4.039192,0.034286,0.009759
NO,5631.274605,4.015486,0.043333,0.013663
NO,5269.536992,4.028239,0.036667,0.020817
NO,5568.999398,4.085572,0.03,0.010954
NO,5257.977001,4.049568,0.03,0.008165
NO,5423.932572,4.003317,0.055,0.023805
YES,5070.036665,4.015246,0.053333,0.032146
NO,4933.841097,4.022861,0.05,0.028284
NO,5562.318424,4.053296,0.033333,0.005774
NO,4891.115515,3.973527,0.032,0.010954
NO,4801.126277,4.038586,0.043333,0.018619
NO,5115.191044,3.977021,0.0375,0.01165
NO,5290.823335,4.017742,0.03,0.01
NO,4837.010554,3.943674,0.036,0.016733
NO,4961.144943,4.261509,0.032222,0.016415
NO,5429.340863,4.219851,0.0325,0.01165
NO,4646.329748,4.091983,0.03375,0.005175
NO,5126.456958,4.195077,0.028333,0.009832
NO,4551.490033,4.221314,0.03625,0.01685
NO,5493.905837,4.321992,0.04,0.015492
NO,4953.522668,4.103063,0.035714,0.009759
YES,5551.555251,4.339294,0.033333,0.013663
NO,5133.791154,4.016741,0.03875,0.003536
YES,4455.030825,4.120049,0.044286,0.019024
YES,5718.844701,4.386928,0.0275,0.004629
NO,5815.113481,4.188582,0.031429,0.013452
NO,5527.97437,4.150346,0.031429,0.00378
NO,5689.171068,4.017795,0.026667,0.01118
NO,6914.0481,4.211866,0.025,0.005774
NO,7460.97386,3.842701,0.028,0.013038
YES,4561.566767,4.069851,0.03375,0.011877
YES,4751.768521,4.153463,0.04,0.012247
NO,4553.828877,4.173672,0.036,0.005477
YES,4329.563587,4.235713,0.035,0.020736
YES,4786.018393,4.238665,0.0375,0.012583
NO,5241.908614,4.173935,0.0375,0.005
YES,5919.011342,4.023193,0.026,0.005477
NO,4207.640726,4.117676,0.03125,0.006409
NO,4893.278505,4.035886,0.038571,0.015736
YES,5525.939392,4.081466,0.035,0.026458
NO,5228.64593,4.043945,0.056,0.031305
YES,5691.630708,4.06728,0.05,0.014142
NO,4947.42556,4.214916,0.04,0.017321
NO,4129.308997,4.115384,0.04,0.01
NO,4409.87846,4.0503,0.026,0.011402
YES,5477.454292,3.99468,0.048,0.017889
NO,5682.414446,3.970496,0.035,0.01291
NO,5663.678438,4.040768,0.031667,0.019408
NO,5454.23467,4.000641,0.0425,0.009574
NO,6231.055523,4.029051,0.03375,0.01685
NO,5778.41917,4.005045,0.032,0.010954
NO,5710.790523,3.978769,0.036,0.011402
NO,5294.299326,4.030125,0.028333,0.01169
NO,5289.021605,4.008753,0.0575,0.012583
NO,6306.015073,4.007341,0.0325,0.012583
NO,5969.671059,3.990273,0.04,0.01
NO,5752.318776,4.035356,0.033333,0.025166
NO,5590.696838,4.011779,0.048333,0.020412
NO,4474.00623,4.046385,0.033333,0.012111
NO,6084.032823,3.99297,0.026,0.015166
YES,5674.561416,3.99203,0.04,0.016733
NO,5539.795531,4.030628,0.05,0.007071
NO,5555.593542,3.978272,0.0375,0.009574
NO,5530.155613,4.00257,0.04,0.007071
NO,5535.231421,3.982814,0.038571,0.014639
NO,5315.50121,4.038548,0.03,0.014142
YES,5625.83907,3.96799,0.048333,0.009832
NO,5701.317949,4.09808,0.036667,0.005774
NO,6857.655069,4.027212,0.0275,0.01165
NO,5274.08634,4.02494,0.062,0.033466
NO,5890.199747,4.026856,0.064,0.015166
NO,6009.753523,4.031929,0.0525,0.012583
NO,5772.995039,3.994121,0.042,0.013038
NO,8184.906681,4.444563,0.04,0
YES,6766.613765,4.359911,0.0375,0.009574
YES,5846.398082,4.027624,0.03125,0.01126
YES,6674.471246,4.11609,0.04,0.008944
YES,6090.653607,4.050491,0.032,0.007888
NO,7041.877667,4.112082,0.048,0.013038
NO,5397.879159,4.054006,0.031429,0.008997
NO,6352.379994,4.110701,0.038333,0.009832
YES,5934.746821,4.049094,0.036667,0.010328
NO,6353.490676,4.098914,0.036,0.008433
NO,5928.438952,4.044617,0.034444,0.008819
YES,6836.200309,4.053226,0.033333,0.015811
NO,6158.223181,4.034181,0.0375,0.010351
YES,6466.204944,3.99329,0.035714,0.015119
NO,5442.992137,4.05786,0.034444,0.011304
NO,6010.096728,4.053235,0.032,0.013038
YES,7349.934736,4.381357,0.035,0.01069
YES,5306.978405,4.082006,0.04,0.008165
NO,5163.354736,3.991698,0.03,0.008944
NO,5000.697456,4.016317,0.027143,0.007559
NO,4869.09583,4.163053,0.0375,0.012817
NO,5183.113691,4.057146,0.033636,0.00809
NO,5528.729469,4.058073,0.03,0.007071
NO,5701.237481,4.049634,0.026154,0.006504
NO,5397.468356,4.069155,0.02875,0.006409
YES,5625.301667,4.186076,0.038,0.013038
YES,5732.791425,4.103969,0.03,0.007559
NO,4997.142604,4.03326,0.031429,0.017728
NO,5552.032451,3.955211,0.03125,0.01126
NO,5613.19489,4.018523,0.036667,0.015055
NO,5497.737495,4.041256,0.036667,0.012111
YES,9308.266558,4.804022,0.055,0.020817
NO,4266.667994,4.018364,0.036,0.011402
NO,4852.207066,4.063591,0.053333,0.015275
NO,5652.322651,3.836712,0.036667,0.012111
YES,5447.584664,4.02648,0.0275,0.004629
YES,5199.088764,4.005547,0.032857,0.011127
NO,5166.108659,3.973692,0.02,0.008165
YES,5249.534288,4.084619,0.04,0.008165
NO,4949.7792,4.017885,0.05,0.008165
YES,5054.730161,4.033045,0.0325,0.012583
NO,4583.67005,3.904173,0.038,0.010954
NO,4515.664493,4.097398,0.035714,0.012724
NO,5168.089663,4.039214,0.04,0.008165
NO,6207.785103,3.942853,0.04,0.021602
NO,7198.257722,3.95926,0.036,0.008944
NO,6149.376788,4.012356,0.031,0.007379
NO,5581.894588,4.040922,0.03375,0.011877
NO,5985.822261,3.958846,0.036667,0.013663
NO,6495.351536,4.136598,0.03,0.008165
NO,6368.280431,4.11925,0.0325,0.015
NO,6524.917328,4.055351,0.034286,0.007868
NO,6221.663615,4.092978,0.034286,0.011339
YES,6354.700951,4.133731,0.036,0.013416
NO,6193.439871,3.989252,0.04,0.02
NO,6185.397826,4.133629,0.036667,0.005164
NO,6774.120502,4.235488,0.0325,0.012583
NO,6338.997618,3.864656,0.03375,0.009161
NO,6212.165072,4.108524,0.028571,0.013452
NO,6150.278769,4.044203,0.03,0.008944
NO,6195.246058,3.905176,0.03,0.01
NO,4810.4625,4.023222,0.03,0.008165
NO,5466.722181,3.96474,0.032222,0.008333
NO,5710.739047,4.065383,0.038333,0.01472
NO,6113.061063,4.042764,0.032,0.008367
NO,5592.136583,4.050304,0.045,0.017321
YES,6639.495155,4.100872,0.031429,0.00378
YES,6351.306987,4.129572,0.032857,0.007559
NO,5645.630736,4.07392,0.03,0.020976
NO,5703.394626,4.023263,0.032,0.008367
NO,5108.800604,4.032302,0.025,0.007071
NO,5008.239741,4.122376,0.031429,0.008997
YES,5507.779926,4.084137,0.03,0.01633
NO,5310.164262,4.046897,0.034286,0.013973
NO,5420.500492,4.094882,0.0325,0.005
YES,5528.170229,4.090048,0.021667,0.009832
YES,5922.836291,4.104955,0.031429,0.016762
NO,4486.903236,4.025966,0.034286,0.009759
NO,5080.741607,4.126146,0.03625,0.013025
NO,5364.658068,4.033011,0.0475,0.009574
NO,5941.045102,4.046608,0.033333,0.025033
NO,4893.22035,3.990091,0.042,0.013038
NO,5321.392875,4.035105,0.04125,0.012464
NO,5106.053647,4.07869,0.036667,0.005164
NO,5428.394374,4.008882,0.032857,0.01976
NO,5122.931927,4.05506,0.03625,0.013025
YES,5248.323488,4.04959,0.034,0.011402
NO,5048.611264,4.038985,0.041429,0.014639
NO,5342.784021,4.045906,0.041429,0.008997
NO,5463.18687,4.050008,0.03125,0.006409
YES,5019.936458,4.04313,0.027143,0.013801
NO,5591.232691,4.04279,0.036667,0.008165
NO,5707.196108,4.035699,0.03875,0.012464
YES,5941.88072,4.301363,0.035,0.005477
NO,5943.379132,4.595409,0.0425,0.009574
YES,8288.429076,4.319759,0.026667,0.015275
NO,7617.966488,4.391583,0.038,0.004472
NO,5422.416943,4.447713,0.04,0
NO,7163.987271,4.24437,0.033333,0.005774
NO,7048.145341,4.701331,0.0425,0.012583
YES,7978.202151,4.331723,0.03,0.014142
NO,7617.799765,4.381637,0.0375,0.009574
YES,5548.859185,4.473829,0.036667,0.005774
NO,6192.165438,4.348829,0.04,0
NO,5998.157021,4.122857,0.04,0
NO,6155.831215,4.122426,0.037,0.013375
YES,6177.232958,4.07119,0.035714,0.007868
NO,5541.670899,4.143891,0.031429,0.015736
YES,5448.797023,4.117494,0.046,0.008944
NO,5462.940609,4.189054,0.03,0.014142
YES,6219.067315,4.153978,0.03125,0.012464
NO,5820.481553,3.921172,0.028571,0.014639
YES,5544.745524,4.158147,0.025,0.012247
NO,5440.883914,4.059969,0.035,0.016432
NO,5656.264776,4.133884,0.036,0.018166
NO,5845.664769,4.246138,0.038333,0.01169
NO,5784.126324,4.097385,0.043333,0.010328
NO,8856.356123,4.156661,0.032,0.019235
NO,4688.018286,4.03828,0.0275,0.005
YES,5597.793067,4.022677,0.031429,0.006901
YES,5551.534732,4.030079,0.034286,0.007868
NO,5627.41139,3.916639,0.032857,0.009512
NO,5930.528266,4.117415,0.031429,0.01069
NO,5890.771212,3.961448,0.038,0.013038
YES,5790.011249,4.015851,0.033333,0.013229
NO,5171.379359,3.890153,0.03,0.005774
NO,5288.214618,4.077016,0.044286,0.018127
NO,5246.059696,3.882675,0.036667,0.017512
NO,4710.214177,4.09799,0.028889,0.010541
NO,4586.171805,4.016039,0.033333,0.005164
NO,5693.046235,4.100041,0.034286,0.015119
NO,4997.24188,3.957251,0.04,0.014142
NO,6019.473012,4.125005,0.034444,0.010138
NO,6684.659506,4.055467,0.034286,0.013973
NO,5175.463569,4.023307,0.04,0.008165
NO,5774.560943,3.832992,0.036667,0.011547
NO,6726.460695,4.047073,0.031667,0.013292
NO,5424.062066,3.9619,0.043333,0.015275
NO,5090.988103,4.087353,0.026667,0.015275
NO,7309.76151,3.86601,0.04,0.008165
NO,5313.987592,4.052138,0.0375,0.009574
NO,5596.801249,4.024901,0.033333,0.011547
NO,4808.19684,4.005602,0.04,0.01
NO,5873.933788,3.950842,0.0425,0.015
NO,6662.330481,3.851516,0.04,0.014142
NO,5230.339232,4.059396,0.03,0.014142
NO,5225.7255,4.170407,0.04,0.01
NO,5363.641925,4.073317,0.05,0.02
NO,9706.951336,3.921515,0.036667,0.011547
NO,7069.747478,4.095185,0.05,0.014142
NO,6805.3528,4.080351,0.04,0
NO,6353.872622,4.102971,0.045,0.019149
NO,7127.580584,4.142047,0.036667,0.005774
NO,7677.343136,4.089824,0.045,0.021213
NO,5832.294375,4.09107,0.045,0.007071
NO,5323.872579,4.192878,0.04,0.01633
NO,5098.877994,4.251721,0.045,0.01
NO,6109.700016,4.289962,0.036,0.008944
YES,4957.586394,4.183577,0.04,0.008944
NO,6491.03645,4.196119,0.04,0.008165
NO,5333.916159,4.19278,0.032,0.004472
NO,4336.255912,4.247482,0.036,0.005477
NO,4731.321809,4.095643,0.035,0.016432
NO,5716.815611,4.130546,0.034,0.013416
NO,4598.210419,4.214395,0.038,0.016432
NO,5933.879862,4.283734,0.032,0.008367
YES,4654.995014,4.330429,0.035,0.01291
NO,4784.99203,4.095969,0.034286,0.009759
NO,6451.678478,4.252688,0.0325,0.012583
NO,5764.567079,4.26356,0.028,0.008367
NO,5699.52942,4.375904,0.03,0.008165
NO,5748.124682,4.420913,0.031667,0.007528
NO,4853.165118,3.996603,0.044,0.015166
NO,6787.536611,4.010932,0.03,0.017321
NO,6504.609546,4.411965,0.06,0.014142
NO,6720.734904,4.301004,0.025,0.021213
NO,8277.706313,4.456112,0.045,0.007071
NO,7889.765659,4.188749,0.03,0.017321
YES,7184.596575,4.225123,0.045,0.007071
YES,5751.552742,4.0248,0.03,0.014142
NO,6560.839546,4.589007,0.04,0
NO,5046.416839,4.075237,0.06,0.014142
NO,7622.909667,4.578597,0.043333,0.005774
NO,5118.10774,4.156762,0.05,0.017321
NO,6253.995454,4.245088,0.033333,0.011547
NO,6117.13852,4.168516,0.05,0
NO,5593.878833,4.045035,0.031,0.009944
YES,5080.803519,4.130948,0.031429,0.006901
NO,5523.632901,4.05557,0.036,0.021187
NO,5864.371064,4.169867,0.032857,0.009512
YES,6415.264828,4.220166,0.028,0.008367
NO,5297.005306,4.129393,0.04,0.014142
NO,5215.875017,4.116661,0.036,0.013416
NO,5193.781206,4.133241,0.034286,0.019024
NO,4593.985696,4.2049,0.027,0.013375
NO,5063.027597,4.023916,0.028,0.008367
NO,5295.696585,4.243346,0.03,0.01
NO,5675.684155,4.095936,0.037143,0.01976
NO,5302.129638,4.165999,0.037143,0.013801
YES,6381.016183,4.118269,0.04,0.011547
NO,5478.589789,4.123755,0.03625,0.015059
NO,7378.329964,4.198285,0.034,0.008944
NO,4953.251031,4.0362,0.034444,0.00527
NO,5543.59663,3.989715,0.028333,0.016021
NO,5315.339443,4.062858,0.032857,0.01496
NO,5505.48579,3.993664,0.04,0.012649
NO,5739.906883,4.055216,0.03,0.011952
NO,6025.204765,3.988138,0.03125,0.014577
YES,5754.207765,4.080904,0.028,0.004472
NO,5861.312442,3.996511,0.035,0.013093
NO,5219.041737,4.051109,0.035,0.015119
NO,5632.230918,4.026818,0.035714,0.019881
YES,5644.795977,4.046342,0.035,0.016903
NO,5362.703469,4.039513,0.03,0.014142
NO,3385.009392,4.090494,0.034286,0.011339
NO,5671.442748,3.968061,0.03,0.01118
NO,5821.144842,3.988266,0.032,0.008367
NO,6037.713751,3.999264,0.035,0.013784
NO,6105.932234,4.028362,0.036667,0.012111
NO,4830.800192,3.973904,0.032,0.013038
NO,5320.366951,4.030821,0.025,0.009258
NO,5705.062386,4.024284,0.03,0.011547
NO,5330.891625,4.039515,0.0375,0.034034
NO,6027.210393,4.024658,0.032,0.004472
NO,5091.027603,4.077446,0.0425,0.009574
NO,4972.378909,4.018275,0.034286,0.012724
NO,5601.858623,3.964322,0.036667,0.008165
NO,5242.803185,4.017053,0.02375,0.00744
NO,8186.668121,3.980151,0.02,0.007071
NO,5659.856862,4.058274,0.03875,0.014577
NO,5624.728702,4.141973,0.037143,0.011127
NO,5618.947221,4.149075,0.032222,0.006667
YES,5842.557481,4.11726,0.03875,0.00991
NO,5666.35642,4.104819,0.04,0.014142
NO,5606.534348,4.116905,0.033333,0.005164
NO,5146.962988,4.165041,0.032857,0.007559
NO,5799.614457,4.187656,0.025,0.005477
NO,5552.76488,4.002089,0.035,0.012247
YES,5933.93509,4.116909,0.032222,0.006667
YES,5305.20159,4.069453,0.032857,0.011127
NO,5446.257797,4.115432,0.033333,0.005164
NO,5036.842199,4.148014,0.036,0.013416
NO,6790.307639,4.067717,0.03,0.008944
NO,5007.552866,3.975489,0.032857,0.018898
NO,5732.126265,4.167509,0.03,0.007071
NO,6015.276251,3.96861,0.042,0.013038
NO,6009.131105,4.263561,0.04,0.007071
YES,4905.190059,3.962139,0.02625,0.005175
YES,5549.113568,4.295269,0.032222,0.006667
NO,5766.824877,3.811781,0.03125,0.003536
NO,5918.401704,4.128434,0.031429,0.006901
NO,4935.710542,4.134802,0.0425,0.015
NO,5388.39763,4.090891,0.038,0.019235
YES,5430.503738,4.189887,0.036,0.008944
YES,5084.053638,3.848612,0.038571,0.018645
NO,5497.135191,4.110348,0.03,0.007559
YES,5962.022164,4.083291,0.027143,0.011127
NO,4586.621994,3.96107,0.038,0.013038
NO,5355.782132,4.058668,0.0375,0.017078
NO,5446.143615,4.029445,0.036,0.019494
NO,5360.408734,4.054023,0.026667,0.005164
NO,5427.32687,4.031029,0.033333,0.007071
YES,5765.720126,4.011314,0.03375,0.009161
NO,5423.767101,4.030581,0.035,0.016432
NO,5336.72769,4.025821,0.0425,0.009574
NO,6035.833513,4.005575,0.034,0.011402
NO,5905.405957,4.003808,0.0375,0.009574
NO,5950.074244,4.093278,0.032857,0.01496
NO,5973.579999,4.012349,0.044,0.008944
NO,3164.152668,3.995991,0.033,0.00483
NO,3774.812472,4.015436,0.027778,0.006667
NO,3907.514427,4.016818,0.035,0.005477
NO,3280.26771,4.12283,0.035,0.01291
YES,3707.292203,4.051706,0.030909,0.009439
NO,3795.44973,4.063241,0.03125,0.00991
NO,3833.566452,4.11254,0.03625,0.011877
YES,4208.291249,4.107722,0.025556,0.00527
NO,3477.311351,4.122264,0.037,0.009487
NO,3320.501148,4.096597,0.036,0.005164
NO,3794.452371,4.051447,0.03,0.008165
NO,3784.37099,4.124811,0.03,0
NO,3653.920887,4.069942,0.032,0.013038
YES,3819.809238,4.095358,0.032727,0.007862
NO,3795.632864,4.083872,0.03,0.014142
NO,5334.621291,4.269857,0.03,0
NO,5611.10337,4.484975,0.03,0
YES,4107.61204,4.231973,0.035,0.021213
NO,3838.285451,4.496437,0.04,0.017321
YES,4772.351454,4.197329,0.03,0
NO,4215.907783,4.487184,0.03,0
NO,5273.327857,4.325815,0.04,0.01
YES,4015.478447,4.404448,0.03,0
NO,4865.598132,4.318887,0.026667,0.005774
NO,4422.570603,4.268693,0.03,0
NO,4229.185458,4.382404,0.036667,0.011547
YES,3460.57906,4.269365,0.03,0
NO,5085.39916,4.355436,0.03,0
YES,4914.585046,4.267657,0.03,0
NO,5058.562286,4.266547,0.036667,0.005774
NO,4404.437859,4.064174,0.03,0.009428
NO,5771.008611,3.999001,0.027273,0.007862
NO,5032.440095,4.02858,0.026667,0.010328
NO,5530.765496,3.998384,0.032222,0.008333
NO,5986.939377,3.958121,0.033333,0.01118
NO,5685.005682,4.038439,0.048333,0.018348
NO,5647.882546,4.020788,0.03,0.018974
NO,5892.382095,4.001438,0.035,0.017321
NO,5810.415301,4.039135,0.0425,0.012583
NO,4820.555294,4.016828,0.028333,0.01169
YES,5731.185317,4.018524,0.025,0.005477
NO,5189.446593,3.96396,0.025,0.008367
NO,5179.537977,4.045473,0.023333,0.011547
NO,4415.628315,4.000403,0.032222,0.008333
NO,4841.251446,4.098325,0.032,0.013166
NO,6424.042968,3.911018,0.03375,0.011877
NO,5342.737001,4.050572,0.027143,0.007559
YES,5556.328315,4.123195,0.032857,0.00488
NO,7055.79345,4.124369,0.0225,0.008864
YES,5667.187589,4.011653,0.03,0.01069
NO,5508.005684,4.054553,0.035,0.016432
NO,6179.015703,3.987894,0.028889,0.00928
NO,5847.440621,4.021659,0.04375,0.011877
NO,6424.711748,4.032383,0.037143,0.011127
NO,5329.390165,4.04051,0.04,0.012247
NO,5945.003875,4.082349,0.043333,0.015275
YES,6329.946535,4.072796,0.033333,0.013663
YES,6142.882827,4.126358,0.027143,0.007559
NO,5668.748058,3.966926,0.028,0.021679
NO,5774.36298,4.041352,0.041429,0.015736
NO,5979.100604,4.000508,0.034444,0.01236
NO,5627.705084,3.989321,0.035714,0.007868
NO,6150.888301,4.038304,0.041667,0.019408
NO,5664.801064,4.104941,0.028333,0.017224
NO,5985.161982,4.040991,0.026,0.01075
NO,5618.829961,4.04122,0.038,0.021679
NO,4966.924505,4.085603,0.034286,0.015119
NO,5739.340929,4.115532,0.033333,0.005164
NO,6157.576112,4.099592,0.0375,0.010351
NO,8223.140381,4.027226,0.0275,0.012583
NO,4855.542316,4.203685,0.030909,0.013003
NO,6545.549928,4.139663,0.04,0.008165
NO,5454.506965,4.005304,0.041667,0.01472
NO,6357.240553,4.218743,0.045,0.010488
YES,6559.093848,4.139989,0.03,0
NO,6009.014366,4.110482,0.038333,0.017224
NO,6961.619224,4.047665,0.031,0.007379
NO,7000.018216,4.340445,0.026667,0.012111
NO,6641.767593,3.941715,0.0375,0.013887
YES,7025.232444,4.122043,0.033333,0.008165
NO,6184.264264,4.139672,0.03,0.012649
NO,6709.15472,4.170789,0.03875,0.014577
NO,6120.724636,4.02104,0.032857,0.022147
NO,6528.643803,4.151733,0.047143,0.009512
NO,4444.15123,4.028562,0.0325,0.005
NO,5088.523704,4.003494,0.044,0.018166
NO,4633.089399,4.011102,0.05,0.017321
NO,4525.419825,3.955703,0.038,0.010954
YES,5068.214565,3.990286,0.0425,0.009574
NO,5971.323637,3.994748,0.03,0.011547
NO,5319.637206,3.952909,0.028,0.004472
NO,4942.863833,3.985348,0.046,0.008944
NO,5320.106639,4.050564,0.036,0.013416
YES,4945.723739,4.028624,0.0325,0.005
NO,4575.405733,3.970147,0.043333,0.015275
NO,4601.717954,4.036775,0.036667,0.015275
NO,5430.00552,4.021703,0.03,0.016733
YES,5837.139672,4.07622,0.034,0.008944
NO,6113.607012,3.975967,0.023333,0.005164
NO,5556.194464,4.218918,0.028571,0.006901
NO,5562.408166,3.929558,0.031667,0.01169
NO,5548.510975,4.019656,0.0225,0.009574
NO,5424.573825,4.148381,0.036,0.019494
NO,5339.485757,3.96915,0.035,0.012247
NO,5045.918334,4.097542,0.046667,0.023094
NO,5883.958451,4.189613,0.048333,0.013292
NO,5440.835896,4.039357,0.04,0.01633
NO,5327.777223,4.039334,0.04,0.018257
NO,5631.184942,4.128448,0.036,0.008944
NO,5283.972636,4.052184,0.03,0.010954
NO,5074.564069,3.955519,0.038571,0.015736
NO,5752.472564,3.97068,0.03,0.008165
NO,5981.988947,3.934374,0.0375,0.018323
YES,5895.937582,4.025962,0.041429,0.014639
NO,5462.689463,4.024089,0.031429,0.008997
YES,5757.423429,3.97416,0.036364,0.01206
NO,5628.967433,3.980244,0.034444,0.011304
NO,6343.774603,4.046659,0.033333,0.015275
NO,6238.44402,3.963085,0.032857,0.012536
NO,6837.112479,3.968844,0.035,0.007559
NO,7412.159281,4.028777,0.03,0.009258
YES,5668.051465,4.081722,0.03,0.009258
NO,5579.030909,4.038127,0.033333,0.005
NO,5999.597562,3.895041,0.028889,0.010541
NO,4034.593752,4.008234,0.03375,0.00744
NO,3173.840829,4.090871,0.034444,0.011304
NO,4672.580052,4.072654,0.027,0.006749
