spectral_mfcc_Mean_12,spectral_mfcc_Mean_13,spectral_mfcc_Std_1,spectral_mfcc_Std_2,spectral_mfcc_Std_3
0.060405,0.208071,0.287316,NO,0.250286
0.104832,0.199381,0.481009,NO,0.342476
0.000918,0.145844,0.417617,NO,0.374972
-0.02665,0.17904,0.359671,NO,0.259668
0.07888,0.183462,0.382861,NO,0.268545
0.010221,0.156054,0.359653,NO,0.34588
0.025811,0.149651,0.425161,NO,0.335246
0.059406,0.166849,0.348934,NO,0.279078
-0.260085,-0.141168,0.931229,NO,0.256258
-0.379949,-0.330123,0.426795,NO,0.150461
-0.492178,-0.340354,0.395796,NO,0.177706
-0.365276,-0.327524,0.434259,NO,0.154444
-0.439924,-0.195056,0.352716,NO,0.096282
-0.148876,-0.016741,0.278835,NO,0.294031
-0.440599,0.049038,0.410941,NO,0.144346
-0.168037,0.120442,0.41586,NO,0.117348
0.246501,-0.026389,0.552428,NO,0.137317
0.287283,-0.322599,0.209646,YES,0.207306
-0.152966,-0.215666,0.342171,NO,0.099856
-0.293216,-0.100741,0.482441,NO,0.150385
-0.197469,-0.358998,0.437287,NO,0.166262
0.262375,-0.271846,0.319427,NO,0.165081
0.603368,0.066502,0.348756,NO,0.097266
0.248311,0.185342,0.977749,NO,0.19214
0.19573,0.174159,0.796604,NO,0.137852
0.258048,0.228421,0.871489,NO,0.18715
0.186672,0.133561,0.837532,NO,0.184769
0.256452,0.212185,1.041277,NO,0.173888
0.228653,0.180644,1.05013,NO,0.18749
0.259731,0.182305,0.748515,NO,0.195648
0.248448,0.185128,0.892994,NO,0.203798
0.162201,0.149748,0.827169,NO,0.187735
0.25,0.239972,0.620953,NO,0.149586
0.210161,0.150913,0.859759,NO,0.196945
0.285009,0.193729,0.830415,NO,0.194901
0.167263,0.15537,0.808908,NO,0.189247
0.201353,0.165892,1.118932,NO,0.204294
0.255685,0.224003,0.439258,NO,0.197607
-0.102342,-0.259172,0.252882,NO,0.207669
0.120028,-0.160425,0.472388,NO,0.269863
0.008057,-0.122526,0.245061,NO,0.175309
-0.065789,-0.252682,0.188902,NO,0.249655
0.068465,-0.084498,0.16253,NO,0.133322
0.023242,-0.023662,0.205614,NO,0.210369
-0.028271,0.03128,0.201391,NO,0.196819
-0.176663,-0.141131,0.326358,NO,0.294706
0.071221,-0.274101,0.436366,NO,0.22482
0.184142,-0.114047,0.402585,NO,0.152541
-0.057484,-0.140733,0.190517,NO,0.210665
-0.037578,-0.206156,0.174581,NO,0.216217
0.031372,-0.107134,0.201021,NO,0.162623
0.126259,-0.208664,0.203932,NO,0.188971
-0.085647,-0.143789,0.212869,NO,0.263227
0.027715,0.256991,0.926015,NO,0.19754
0.188976,0.232946,0.646597,NO,0.190622
-0.102175,0.044456,0.504831,NO,0.190308
-0.010711,0.107042,0.659704,NO,0.14089
0.063428,0.137136,0.564784,NO,0.259669
-0.011087,0.064385,0.614301,NO,0.212748
-0.179698,-0.017183,0.710113,NO,0.159834
0.072241,0.12416,0.551043,NO,0.242228
0.373736,0.310624,0.63216,NO,0.183244
0.224054,0.073553,0.581103,NO,0.146016
0.318398,0.267509,0.563278,NO,0.206103
0.037065,0.04913,0.704398,NO,0.153455
0.162787,0.142082,0.821394,NO,0.166129
0.217302,0.170658,0.64939,NO,0.266459
0.108247,0.234202,0.925313,NO,0.355643
-0.117201,0.116347,0.947078,NO,0.348226
0.191079,0.178079,0.859094,NO,0.245456
-0.033215,0.361744,1.062876,NO,0.301275
-0.053156,0.321645,0.879225,NO,0.340366
0.020064,0.227446,0.738989,NO,0.359005
0.117772,0.271636,0.902621,NO,0.340122
0.142061,0.321543,1.052922,NO,0.457004
0.043048,0.341444,0.918018,NO,0.378055
0.02033,0.196238,0.740453,NO,0.326471
0.002045,0.257705,0.916757,YES,0.417689
-0.170452,0.058599,0.686601,NO,0.369045
0.111034,0.104234,1.027329,NO,0.257891
0.000589,-0.056291,0.414092,NO,0.28208
-0.168256,-0.108092,0.559312,NO,0.240937
0.135872,0.072853,0.652252,NO,0.284872
-0.142427,-0.152422,0.329108,NO,0.232349
0.088979,0.25212,0.379097,NO,0.256476
-0.04142,0.017957,0.600743,NO,0.230687
0.063132,-0.113336,0.599925,NO,0.285333
-0.103861,-0.112637,0.370063,NO,0.16353
0.348588,-0.002351,0.605988,NO,0.203479
-0.025965,0.0971,0.887775,NO,0.222895
-0.00776,-0.112076,0.574482,NO,0.227319
-0.160141,-0.27488,0.33282,NO,0.201264
-0.046315,-0.196421,0.480025,NO,0.232199
-0.015773,0.024833,0.680342,NO,0.272983
-0.081036,-0.202354,0.503975,NO,0.273283
0.337796,-0.222983,0.675446,YES,0.51106
0.53216,-0.367028,1.119135,NO,0.336419
0.010098,-0.160163,1.975317,YES,0.450519
-0.054182,-0.091161,1.209575,NO,0.34101
0.15978,0.07373,0.749717,NO,0.361951
0.161536,-0.030815,0.712964,NO,0.358
0.173559,-0.25472,0.822599,NO,0.390722
0.190443,-0.236717,0.854833,NO,0.396203
-0.08244,-0.033896,0.780619,NO,0.288207
0.161515,0.082835,0.692944,NO,0.362751
0.158254,-0.019545,0.63633,NO,0.356481
0.167328,-0.255266,0.805755,NO,0.388941
0.178452,-0.241539,0.864705,NO,0.41855
-0.214753,-0.189728,0.76673,NO,0.27144
-0.186697,-0.227246,0.70984,NO,0.399059
-0.10424,0.06917,0.630487,NO,0.247228
-0.220422,-0.140746,0.631269,NO,0.336667
-0.331822,-0.21877,0.581592,NO,0.303387
-0.293685,-0.208956,0.519572,NO,0.379374
-0.106909,-0.010203,0.808162,NO,0.209399
0.245897,-0.004742,0.725526,NO,0.375382
-0.088853,0.180186,0.637,NO,0.307112
-0.095286,0.182039,0.77568,NO,0.324417
-0.179101,0.153201,0.799523,NO,0.31231
-0.129871,0.026407,0.478909,NO,0.339141
0.017905,-0.154876,1.022457,NO,0.298837
0.070339,-0.217096,0.269421,NO,0.370667
0.013357,-0.202114,0.327271,NO,0.241096
-0.201362,-0.226014,0.257164,NO,0.239405
-0.083161,-0.192051,0.249485,NO,0.291055
-0.161939,-0.194237,0.371764,NO,0.160271
0.070373,0.069113,0.302576,NO,0.248599
0.221092,0.155427,0.32113,NO,0.224164
0.265525,0.135373,0.334045,NO,0.190769
0.244068,0.153561,0.204211,NO,0.375529
0.139547,0.109783,0.341737,NO,0.230991
0.175162,0.195941,0.766372,NO,0.178497
0.744927,0.505377,0.346956,NO,0.280799
0.626715,0.090217,0.372344,NO,0.121885
0.674599,0.172897,0.270659,NO,0.181408
0.277035,-0.156153,0.323638,NO,0.214462
0.579702,0.287727,0.381719,NO,0.248808
0.824842,0.955676,0.3989,NO,0.170496
-0.094859,0.350137,0.414614,NO,0.253849
-0.664433,-0.709235,0.333737,NO,0.122507
-0.310379,-0.312158,0.42561,NO,0.141227
0.173257,0.531761,0.437683,NO,0.303185
-0.498597,-0.50287,0.349185,NO,0.215243
-0.883979,-0.569365,0.346383,NO,0.132418
-0.946808,-0.025438,0.250462,NO,0.214407
-0.231998,0.712699,0.397137,NO,0.131864
-0.187808,0.593502,0.398524,NO,0.165857
-0.238477,0.614516,0.346802,NO,0.147647
-0.083531,-0.173136,0.482633,NO,0.301758
-0.030406,0.14126,0.393069,NO,0.173101
0.158497,0.041559,0.268405,NO,0.196614
0.169326,-0.034833,0.316533,NO,0.211135
-0.024617,-0.170714,0.20951,NO,0.237527
-0.109338,-0.175187,0.168968,NO,0.175444
0.428769,0.025485,0.29357,NO,0.257523
0.124093,-0.061782,0.463433,NO,0.175716
-0.293444,-0.276465,0.190497,NO,0.247925
0.012464,-0.175898,0.229565,NO,0.194922
-0.096539,-0.200948,0.149979,NO,0.109267
-0.056102,-0.141489,0.124243,NO,0.157441
0.077174,-0.086507,0.719304,NO,0.296246
0.761117,0.243201,0.353471,NO,0.322894
0.954062,0.501523,0.417271,NO,0.166995
0.478103,0.259551,0.366034,NO,0.345319
-0.115762,0.08844,0.417302,NO,0.183925
-0.253847,-0.275426,0.536531,NO,0.265829
0.037356,-0.30043,0.750974,NO,0.217753
-0.17734,-0.65338,0.420786,NO,0.152096
-0.304371,-0.308203,0.734406,NO,0.264422
-0.148831,-0.213568,0.265885,NO,0.140825
0.267,-0.001501,0.344596,NO,0.167475
0.145185,0.055918,0.277766,NO,0.246371
-0.293063,-0.030404,0.240833,NO,0.219993
-0.431484,-0.019241,0.173869,NO,0.131796
-0.558524,-0.135354,0.419346,NO,0.240239
-0.208312,-0.215569,1.07366,YES,0.27577
-0.132393,-0.133421,0.526641,NO,0.181949
-0.11827,-0.27108,0.643484,NO,0.200339
-0.132152,-0.223881,0.632385,NO,0.14067
-0.083202,-0.186223,0.629137,NO,0.12563
-0.109308,-0.157265,0.64285,NO,0.132117
-0.156329,-0.180942,0.762042,NO,0.174079
-0.113835,-0.077924,0.697692,NO,0.225491
-0.018688,0.028474,0.423729,NO,0.233326
-0.146857,-0.320654,0.646707,NO,0.195963
-0.028059,-0.151341,0.621126,NO,0.242811
0.027447,0.145942,0.284925,NO,0.222906
-0.032097,-0.021029,0.558536,NO,0.192068
-0.148563,0.095697,0.57708,NO,0.193614
-0.146265,-0.065962,0.282369,NO,0.204322
0.162796,0.070245,0.409405,NO,0.215368
0.196893,0.107949,0.562886,NO,0.278674
0.127483,0.027325,0.570024,NO,0.286641
0.214723,0.123123,0.543879,NO,0.299998
0.203306,-0.011007,0.644728,NO,0.233126
0.153483,0.030765,0.586502,NO,0.226838
0.21577,0.099775,0.60269,NO,0.206186
0.066646,0.002443,0.233279,NO,0.127844
0.015724,-0.005517,0.407318,NO,0.175471
0.022904,-0.076037,0.278501,NO,0.220216
0.052865,-0.038926,0.303252,NO,0.136484
0.023908,-0.031267,0.479406,NO,0.139006
0.03063,0.015361,0.388804,NO,0.15788
0.075793,0.125631,0.228725,NO,0.171705
0.038322,0.047524,0.874551,NO,0.313928
0.112019,0.041471,0.943333,YES,0.436532
-0.040778,-0.119646,1.0496,YES,0.420382
-0.000386,-0.176184,0.71513,NO,0.334932
-0.092905,-0.024352,0.971954,NO,0.302401
0.072084,0.09429,0.997089,YES,0.343064
-0.020991,0.016665,0.867553,YES,0.504962
-0.022044,-0.066972,0.784514,NO,0.316582
-0.137818,0.05048,1.110862,NO,0.30481
0.005106,0.071273,1.041854,NO,0.326017
-0.027174,0.014332,0.99321,YES,0.466357
0.086771,0.09087,0.790358,YES,0.394109
0.01479,0.040218,1.075088,NO,0.359796
0.166539,0.159904,0.917747,NO,0.238855
0.140828,0.035197,1.069504,NO,0.523915
-0.119753,0.04001,0.717894,NO,0.340216
-0.060955,0.113239,0.600473,NO,0.240755
0.12325,0.059183,0.480196,NO,0.22686
0.016018,-0.020926,0.480034,NO,0.265802
-0.023122,0.007301,0.312723,NO,0.205633
-0.096459,0.056885,0.612443,NO,0.237601
0.063214,0.210366,0.354449,NO,0.216703
-0.070533,0.115223,0.402629,NO,0.216229
-0.018348,0.222572,0.325246,NO,0.225028
-0.012923,0.236278,0.566466,NO,0.333312
0.136812,0.158547,0.480994,NO,0.194839
0.198159,-0.065988,0.463155,NO,0.215085
-0.314396,-0.344877,0.224287,NO,0.25439
-0.157533,-0.173941,0.260069,NO,0.187414
0.031519,0.198695,0.690647,NO,0.160299
-0.243124,0.192118,0.768481,NO,0.127892
-0.317268,0.173813,0.596334,NO,0.119871
-0.364046,0.178329,0.630943,NO,0.156195
-0.316016,0.159594,0.72228,NO,0.101983
-0.248526,0.224519,0.578612,NO,0.145446
-0.062184,0.229536,0.859085,NO,0.180067
-0.15591,0.040031,0.378979,NO,0.27474
-0.155101,-0.091941,0.466835,YES,0.197696
-0.014342,0.212252,0.603806,NO,0.28193
0.078686,0.308931,0.626859,NO,0.243469
-0.187918,0.296724,0.656456,NO,0.320595
-0.070101,0.146556,0.485994,NO,0.313706
-0.102394,0.058327,0.483848,NO,0.178
-0.018837,0.285333,0.615547,YES,0.313419
-0.126177,-0.056488,0.433519,NO,0.221299
0.054856,0.00615,0.654478,YES,0.253381
0.124985,0.036567,0.738719,YES,0.367443
-0.020051,-0.087261,0.825274,NO,0.312004
-0.120511,-0.055417,0.851704,YES,0.364048
0.015918,0.049609,0.918085,NO,0.347014
0.019145,-0.047123,0.867045,NO,0.394852
0.1791,0.078999,0.832806,NO,0.271309
0.143772,-0.018685,0.87996,YES,0.2366
0.162083,-0.011592,0.747082,YES,0.216582
0.021155,0.112242,0.707551,YES,0.310151
0.100846,0.026863,0.778277,NO,0.24912
0.128919,0.072207,0.827046,NO,0.232998
-0.050088,-0.007308,0.73087,NO,0.329571
0.025248,0.074431,0.636112,NO,0.377564
0.129575,0.042616,0.240258,NO,0.204977
0.159369,0.018232,0.100633,NO,0.1844
0.018845,-0.019191,0.264091,NO,0.135053
-0.255824,-0.076988,0.191749,NO,0.1326
-0.297536,-0.113925,0.223687,NO,0.229911
-0.264497,-0.044527,0.216151,NO,0.170164
0.146975,0.044733,0.192615,NO,0.155308
-0.042829,0.017415,0.135032,NO,0.186865
-0.031333,-0.036827,0.232199,NO,0.151855
-0.334499,-0.125619,0.198282,NO,0.13092
-0.363124,-0.247611,0.214599,NO,0.16499
-0.32042,-0.222962,0.25525,NO,0.145973
-0.076642,-0.035086,0.424376,NO,0.157525
-0.042378,0.010119,0.557462,NO,0.1872
-0.073431,-0.000879,0.602231,NO,0.184833
-0.048295,0.131531,0.596984,NO,0.164523
