@relation spectral_mfcc_Std_1

@attribute spectral_mfcc_Mean_12 numeric
@attribute spectral_mfcc_Mean_13 numeric
@attribute spectral_mfcc_Std_1 {NO,YES}
@attribute spectral_mfcc_Std_2 numeric
@attribute spectral_mfcc_Std_3 numeric

@data
0.265525,0.135373,NO,0.208682,0.190769
0.244068,0.153561,NO,0.38422,0.375529
0.139547,0.109783,NO,0.519869,0.230991
0.175162,0.195941,NO,0.276017,0.178497
0.744927,0.505377,NO,0.37104,0.280799
0.626715,0.090217,NO,0.237152,0.121885
0.674599,0.172897,NO,0.122993,0.181408
0.277035,-0.156153,NO,0.145857,0.214462
0.579702,0.287727,NO,0.216258,0.248808
0.824842,0.955676,NO,0.228231,0.170496
-0.094859,0.350137,NO,0.307399,0.253849
-0.664433,-0.709235,NO,0.224371,0.122507
-0.310379,-0.312158,NO,0.242597,0.141227
0.173257,0.531761,NO,0.263392,0.303185
-0.498597,-0.50287,NO,0.269567,0.215243
-0.883979,-0.569365,NO,0.188648,0.132418
-0.946808,-0.025438,NO,0.265335,0.214407
-0.231998,0.712699,NO,0.256913,0.131864
-0.187808,0.593502,NO,0.261643,0.165857
-0.238477,0.614516,NO,0.16842,0.147647
-0.083531,-0.173136,NO,0.274804,0.301758
-0.030406,0.14126,NO,0.284748,0.173101
0.158497,0.041559,NO,0.182504,0.196614
0.169326,-0.034833,NO,0.16118,0.211135
-0.024617,-0.170714,NO,0.232202,0.237527
-0.109338,-0.175187,NO,0.158597,0.175444
0.428769,0.025485,NO,0.186773,0.257523
0.124093,-0.061782,NO,0.16086,0.175716
-0.293444,-0.276465,NO,0.191805,0.247925
0.012464,-0.175898,NO,0.153477,0.194922
-0.096539,-0.200948,NO,0.172609,0.109267
-0.056102,-0.141489,NO,0.15057,0.157441
0.077174,-0.086507,NO,0.399984,0.296246
0.761117,0.243201,NO,0.307435,0.322894
0.954062,0.501523,NO,0.286629,0.166995
0.478103,0.259551,NO,0.340685,0.345319
-0.115762,0.08844,NO,0.307082,0.183925
-0.253847,-0.275426,NO,0.269653,0.265829
0.037356,-0.30043,NO,0.295426,0.217753
-0.17734,-0.65338,NO,0.243176,0.152096
-0.304371,-0.308203,NO,0.322724,0.264422
-0.148831,-0.213568,NO,0.157256,0.140825
0.267,-0.001501,NO,0.190518,0.167475
0.145185,0.055918,NO,0.232973,0.246371
-0.293063,-0.030404,NO,0.165947,0.219993
-0.431484,-0.019241,NO,0.088202,0.131796
-0.558524,-0.135354,NO,0.159542,0.240239
-0.208312,-0.215569,YES,0.662485,0.27577
-0.132393,-0.133421,NO,0.351592,0.181949
-0.11827,-0.27108,NO,0.313445,0.200339
