fluctuation_peak_PeakPosMean,fluctuation_peak_PeakMagMean,fluctuation_centroid_Mean,rhythm_attack_time_Mean,rhythm_attack_time_Std
3.854697,6428.913301,4.266986,NO,0.013452
1.724827,5365.328733,4.157572,NO,0.01
1.701883,5077.282618,4.163036,NO,0.018851
2.828641,4728.777498,4.170355,NO,0.014142
4.000951,5734.778752,4.12312,NO,0.003333
3.867939,5417.760498,4.192227,NO,0.01118
3.411084,6369.190087,3.998642,NO,0.007528
3.673182,5825.154293,4.211093,NO,0.012536
5.222807,7189.552516,4.044036,NO,0.017043
1.735272,6373.177684,4.401019,YES,0.012724
5.246521,7285.937171,4.176496,NO,0.009832
2.890605,6444.552005,4.347662,YES,0.008944
4.026223,6580.532198,4.196129,YES,0.005774
3.896144,7229.527105,4.175714,NO,0.009759
3.914032,6521.453313,4.059013,YES,0.019235
1.633238,6422.929997,3.983205,YES,0.008165
2.780916,7429.237072,3.978568,NO,0.014079
2.886064,6707.402191,4.033318,YES,0.005477
2.802364,6308.658083,4.072729,NO,0.007559
3.889749,6970.445738,4.096212,NO,0.017995
2.847136,7800.875451,4.046788,YES,0.016733
3.260355,4053.949364,4.525029,YES,0.020817
4.060969,3793.34306,4.46274,YES,0.014142
1.725766,3714.752574,4.612114,YES,0.021213
0.681548,2798.70603,4.204017,YES,0.026458
4.781786,4055.558195,4.40254,NO,0.011547
4.169581,3605.622521,4.34219,NO,0.005774
4.868533,3969.731698,4.396332,YES,0.026458
0.681733,2721.368308,4.233128,YES,0.025
4.861377,4246.467929,4.481482,NO,0
5.000685,4089.029375,4.521657,NO,0.01
4.903174,4889.680926,4.505887,NO,0.007071
0.669873,2637.633827,4.412123,NO,0.017078
2.533917,4045.381258,4.532133,YES,0.015275
5.091372,3158.227235,4.621618,NO,0.012247
4.938792,5997.180549,4.883697,YES,0.02
4.20544,5374.803725,3.894575,NO,0.01
3.999421,5752.58261,4.01623,NO,0.007071
3.98144,7006.672301,4.079446,YES,0.011547
3.995782,6619.818069,4.196964,YES,0.008367
3.999686,6399.284148,4.1374,YES,0.009574
3.899922,5633.058968,4.137364,YES,0.006901
4.003445,5753.226997,4.091175,YES,0.017182
0.565746,5475.602601,4.116814,NO,0.009258
4.001384,6079.279393,4.136474,YES,0.010328
3.999231,7038.154359,4.1594,YES,0.015275
0.571472,5255.162595,3.963855,YES,0.009512
2.861366,6228.583267,4.084796,YES,0.012247
3.999186,5581.403169,4.087422,NO,0.015055
3.557241,7192.137522,3.959793,NO,0.012247
2.081319,7831.084834,3.953488,YES,0.011402
3.938305,4528.24177,4.118373,YES,0
2.775788,4108.553683,4.128862,NO,0.014142
2.800694,3790.478146,4.108792,NO,0.005175
2.873538,3778.087268,4.094234,YES,0.012247
4.027166,3952.421138,4.187696,NO,0.021213
3.802943,5131.506933,4.454651,NO,0.005774
1.751787,6870.187075,3.897162,YES,0.005774
2.801246,6493.171447,3.928058,NO,0.009832
3.999194,6207.647403,4.135496,YES,0.01
3.996176,6029.298391,4.060523,NO,0.007071
2.678532,5767.257356,4.07509,NO,0.016733
3.86273,6288.362129,4.214334,NO,0.014142
1.732817,6029.817902,3.951469,YES,0
1.203071,11481.79978,3.981982,NO,0.014142
2.63228,6262.322892,4.170177,YES,0
2.845359,6904.661085,4.17238,NO,0.017321
2.854488,5949.952647,4.294309,YES,0.008165
2.774035,6196.679617,4.33515,NO,0.017078
2.863163,6663.996432,4.332258,YES,0.005774
5.091984,7058.089163,4.31402,YES,0.009574
2.796565,6744.96555,4.312583,NO,0.013038
2.838204,6508.789881,4.340638,YES,0.008367
2.794465,6501.500083,4.203458,NO,0.013038
2.849405,6701.719627,4.192956,YES,0.009574
2.872918,6547.756492,4.178524,YES,0.015166
2.773512,6347.25045,4.288199,NO,0.017321
2.860798,6587.50815,4.258995,YES,0.005
5.097258,6834.825817,4.267008,YES,0.005774
2.777285,6629.69495,4.099927,NO,0.013292
3.654465,3378.661764,4.052795,NO,0.004472
3.908338,3843.915655,4.005889,NO,0.005477
1.719362,3418.92641,4.027106,YES,0.020817
2.723762,3561.65122,3.995003,YES,0.009574
2.789061,3660.70624,4.060779,YES,0.017078
2.795581,4176.400426,3.991145,YES,0.008165
3.802406,3620.471332,4.025777,NO,0.007528
1.743791,4002.812019,4.022563,NO,0.011547
1.673238,3860.586621,4.011043,NO,0.007528
3.898686,3544.782958,4.015227,YES,0.007071
2.868332,3381.740745,4.07683,YES,0.007071
2.716733,3534.846463,4.023377,NO,0.012111
2.463427,5208.994577,4.063295,YES,0.015275
2.651595,5848.095011,4.04246,NO,0.011402
3.807442,5410.218691,4.39179,NO,0.006409
2.852453,6490.479751,3.915993,YES,0.008165
2.76941,5190.699847,4.074052,NO,0.008345
6.025851,5270.040261,4.24098,NO,0.014142
2.802911,6431.149713,4.131602,YES,0.013801
3.79296,5480.840115,4.000678,NO,0.009161
2.863515,5286.35768,4.071862,YES,0.013025
2.747123,6063.826159,4.006447,YES,0.01472
3.845976,6348.075815,4.202128,NO,0.010328
4.018624,6001.54984,3.830037,NO,0.006901
3.892371,5205.793132,3.886295,YES,0.007265
1.764138,5262.597739,4.276975,NO,0.013784
2.794852,6109.705351,4.229423,NO,0.008997
3.426115,6539.288331,3.961741,NO,0.015166
2.613761,6004.423659,4.113045,YES,0.012817
2.864404,6440.024319,4.114136,NO,0.009512
3.965722,5838.757685,4.228588,NO,0.010488
3.901467,6196.76627,3.99785,NO,0.00928
1.712961,6232.802313,4.146063,NO,0.015635
1.736021,5683.079529,4.131403,YES,0.011127
3.895136,5923.575687,4.018101,NO,0.012817
3.997656,6704.66375,4.179988,NO,0.012724
3.905971,5961.021147,4.097862,NO,0.013333
1.73286,6114.134029,4.040101,YES,0.01069
3.995113,6133.892844,4.060054,NO,0.013887
3.881095,5968.708255,4.155128,YES,0.016183
1.733759,5837.37023,4.101877,YES,0.007528
2.874779,6612.605908,4.021057,YES,0.010351
3.998531,12705.18196,3.999696,NO,0.017321
1.588625,5994.320373,3.967807,YES,0.014079
